,Type strain,name,Submission Date,Submitting Organization,Geographic Location,Isolation Source,Organism,Species,Pathovar,Strain,Assembly name (Alt. strain),Taxonomy check,antA,AvrB2,AvrE1,dhoB,HopAB1,HopAF1,HopAH1,HopAS1,HopAT1,HopAU1,HopAW1,HopB4,HopBH1,HopZ1,HopD1,HopF3,HopG1,HopI1,HopK1,HopQ1,HopR1,HopW1,HopX1,HrpF,HrpG,HrpL,HrpR,HrpS,HrpT,HrpV,HrpZ,ipoB,ipoC,SctC,SctD,SctE,SctF2,SctI,SctJ,SctK,SctL,SctN,SctO,SctP,SctQa,SctQb,SctR,SctS,SctT,SctU,SctV,SctW,antB,antC,catA,catB,catC,dhoA,HopB2,ipoA,Rbp3,Rbp2,HopBK1,HopBL1,HopA1,HopAR1,HopAZ1,HopV1,HopZ2,AvrPto1,AvrRpm1,HopAG1,HopAI1,HopAM1,HopBN1,HopBP1,HopH1,HopD2,HopF1,HopF4,HopM1,HopN1,HopS2,HopY1,HopZ5,HrpZ,SctF,HopAT2,HopAA1,HopBF1,HopBI1,HopC1,HopE1,HopAD1,HopAQ1,HopBD1,HopBM1,HopL1,HopO1,HopO2,HopT1,HopU1,HopAL1,HopBC1,HopAX1,HopBA1,Rbp1,AvrA1,AvrRpt2,HopB1,HopBO1,HopBE1,AvrB1,HopH2,HopBG1,HopBQ1,HopZ4,HopB3,HopAT3,HopBJ1
964,FALSE,GCF_900582895.1,11/1/18,MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY,missing,missing,Pseudomonas viridiflava (g-proteobacteria),viridiflava,missing,p1.C11,p1.C11,OK,1,0,1,14,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,15,7,0,1,1,2,1,1,1,1,0,0,2,0,1,5,0,0,1,0,3,1,2,3,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
965,FALSE,GCF_900582905.1,11/1/18,MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY,missing,missing,Pseudomonas viridiflava (g-proteobacteria),viridiflava,missing,p1.C12,p1.C12,OK,1,0,1,13,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,15,7,0,1,1,2,1,1,1,1,0,0,2,0,1,5,0,0,1,0,3,1,2,3,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
966,FALSE,GCF_900582915.1,11/1/18,MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY,missing,missing,Pseudomonas viridiflava (g-proteobacteria),viridiflava,missing,p1.C1,p1.C1,OK,1,0,1,12,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,15,8,0,1,1,2,1,1,1,1,0,0,2,0,1,5,0,0,1,0,3,1,2,3,3,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
967,FALSE,GCF_900582925.1,11/1/18,MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY,missing,missing,Pseudomonas viridiflava (g-proteobacteria),viridiflava,missing,p1.C4,p1.C4,OK,2,0,1,12,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,17,7,0,1,1,2,1,1,1,1,0,0,2,0,1,5,0,0,1,0,3,1,2,3,3,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
968,FALSE,GCF_900582935.1,11/1/18,MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY,missing,missing,Pseudomonas viridiflava (g-proteobacteria),viridiflava,missing,p1.C2,p1.C2,OK,1,0,1,12,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,16,8,0,1,1,2,1,1,1,1,0,0,2,0,1,5,0,0,1,0,3,1,2,3,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
969,FALSE,GCF_900582945.1,11/1/18,MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY,missing,missing,Pseudomonas viridiflava (g-proteobacteria),viridiflava,missing,p1.D10,p1.D10,OK,1,0,1,14,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,15,7,0,1,1,2,1,1,1,1,0,0,2,0,1,5,0,0,1,0,3,1,2,3,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
970,FALSE,GCF_900582955.1,11/1/18,MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY,missing,missing,Pseudomonas viridiflava (g-proteobacteria),viridiflava,missing,p1.C8,p1.C8,OK,2,0,1,12,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,18,7,0,1,1,2,1,1,1,1,0,0,2,0,1,5,0,0,1,0,3,1,2,3,3,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
971,FALSE,GCF_900582965.1,11/1/18,MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY,missing,missing,Pseudomonas viridiflava (g-proteobacteria),viridiflava,missing,p1.C9,p1.C9,OK,2,0,1,12,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,18,7,0,1,1,2,1,1,1,1,0,0,2,0,1,5,0,0,1,0,3,1,2,3,3,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
972,FALSE,GCF_900582975.1,11/1/18,MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY,missing,missing,Pseudomonas viridiflava (g-proteobacteria),viridiflava,missing,p1.D11,p1.D11,OK,1,0,1,14,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,15,7,0,1,1,2,1,1,1,1,0,0,2,0,1,5,0,0,1,0,3,1,2,3,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
973,FALSE,GCF_900582985.1,11/1/18,MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY,missing,missing,Pseudomonas viridiflava (g-proteobacteria),viridiflava,missing,p1.C7,p1.C7,OK,2,0,1,11,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,17,6,0,1,1,2,1,1,1,1,0,0,2,0,1,5,0,0,1,0,3,1,2,3,3,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
974,FALSE,GCF_900582995.1,11/1/18,MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY,missing,missing,Pseudomonas viridiflava (g-proteobacteria),viridiflava,missing,p1.D4,p1.D4,OK,2,0,1,12,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,17,7,0,1,1,2,1,1,1,1,0,0,2,0,1,5,0,0,1,0,3,1,2,3,3,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
975,FALSE,GCF_900583005.1,11/1/18,MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY,missing,missing,Pseudomonas viridiflava (g-proteobacteria),viridiflava,missing,p1.D3,p1.D3,OK,1,0,1,12,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,16,8,0,1,1,2,1,1,1,1,0,0,2,0,1,5,0,0,1,0,3,1,2,3,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
976,FALSE,GCF_900583015.1,11/1/18,MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY,missing,missing,Pseudomonas viridiflava (g-proteobacteria),viridiflava,missing,p1.D5,p1.D5,OK,1,0,1,14,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,14,7,0,1,1,2,1,1,1,1,0,0,2,0,1,5,0,0,1,0,3,1,2,3,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
977,FALSE,GCF_900583025.1,11/1/18,MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY,missing,missing,Pseudomonas viridiflava (g-proteobacteria),viridiflava,missing,p1.D6,p1.D6,OK,1,0,1,13,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,15,7,0,1,1,2,1,1,1,1,0,0,2,0,1,5,0,0,1,0,3,1,2,3,3,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
978,FALSE,GCF_900583035.1,11/1/18,MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY,missing,missing,Pseudomonas viridiflava (g-proteobacteria),viridiflava,missing,p1.D1,p1.D1,OK,1,0,1,14,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,14,7,0,1,1,2,1,1,1,1,0,0,2,0,1,5,0,0,1,0,3,1,2,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
979,FALSE,GCF_900583045.1,11/1/18,MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY,missing,missing,Pseudomonas viridiflava (g-proteobacteria),viridiflava,missing,p1.D2,p1.D2,OK,1,0,1,12,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,16,8,0,1,1,2,1,1,1,1,0,0,2,0,1,5,0,0,1,0,3,1,2,3,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
980,FALSE,GCF_900583055.1,11/1/18,MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY,missing,missing,Pseudomonas viridiflava (g-proteobacteria),viridiflava,missing,p1.D12,p1.D12,OK,1,0,1,13,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,15,7,0,1,1,2,1,1,1,1,0,0,2,0,1,5,0,0,1,0,3,1,2,3,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
981,FALSE,GCF_900583065.1,11/1/18,MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY,missing,missing,Pseudomonas viridiflava (g-proteobacteria),viridiflava,missing,p1.E1,p1.E1,OK,1,0,1,14,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,15,7,0,1,1,2,1,1,1,1,0,0,2,0,1,5,0,0,1,0,3,1,2,3,3,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
982,FALSE,GCF_900583075.1,11/1/18,MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY,missing,missing,Pseudomonas viridiflava (g-proteobacteria),viridiflava,missing,p1.D7,p1.D7,OK,2,0,1,11,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,17,6,0,1,1,2,1,1,1,1,0,0,2,0,1,5,0,0,1,0,3,1,2,3,3,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
983,FALSE,GCF_900583085.1,11/1/18,MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY,missing,missing,Pseudomonas viridiflava (g-proteobacteria),viridiflava,missing,p1.D9,p1.D9,OK,2,0,1,12,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,18,7,0,1,1,2,1,1,1,1,0,0,2,0,1,5,0,0,1,0,3,1,2,3,3,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
984,FALSE,GCF_900583095.1,11/1/18,MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY,missing,missing,Pseudomonas viridiflava (g-proteobacteria),viridiflava,missing,p1.D8,p1.D8,OK,1,0,1,11,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,17,7,0,1,1,2,1,1,1,1,0,0,2,0,1,5,0,0,1,0,3,1,2,3,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
985,FALSE,GCF_900583105.1,11/1/18,MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY,missing,missing,Pseudomonas viridiflava (g-proteobacteria),viridiflava,missing,p1.E6,p1.E6,Inconclusive,6,0,0,12,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,7,0,0,0,4,2,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,1,1,0,2,4,2,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
986,FALSE,GCF_900583115.1,11/1/18,MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY,missing,missing,Pseudomonas viridiflava (g-proteobacteria),viridiflava,missing,p1.E3,p1.E3,OK,1,0,1,14,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,14,7,0,1,1,2,1,1,1,1,0,0,2,0,1,5,0,0,1,0,3,1,2,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
987,FALSE,GCF_900583125.1,11/1/18,MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY,missing,missing,Pseudomonas viridiflava (g-proteobacteria),viridiflava,missing,p1.E4,p1.E4,OK,1,0,1,14,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,14,7,0,1,1,2,1,1,1,1,0,0,2,0,1,5,0,0,1,0,3,1,2,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
988,FALSE,GCF_900583135.1,11/1/18,MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY,missing,missing,Pseudomonas viridiflava (g-proteobacteria),viridiflava,missing,p1.E7,p1.E7,OK,1,0,1,13,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,15,7,0,1,1,2,1,1,1,1,0,0,2,0,1,5,0,0,1,0,3,1,2,3,3,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
989,FALSE,GCF_900583145.1,11/1/18,MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY,missing,missing,Pseudomonas viridiflava (g-proteobacteria),viridiflava,missing,p1.E5,p1.E5,OK,1,0,1,14,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,14,7,0,1,1,2,1,1,1,1,0,0,2,0,1,5,0,0,1,0,3,1,2,3,3,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
990,FALSE,GCF_900583155.1,11/1/18,MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY,missing,missing,Pseudomonas viridiflava (g-proteobacteria),viridiflava,missing,p1.F1,p1.F1,Inconclusive,2,0,0,13,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,20,7,0,0,0,1,1,3,1,0,0,0,1,0,1,5,0,0,1,0,3,1,1,3,3,1,1,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
991,FALSE,GCF_900583165.1,11/1/18,MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY,missing,missing,Pseudomonas viridiflava (g-proteobacteria),viridiflava,missing,p1.F2,p1.F2,Inconclusive,2,0,0,13,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,19,7,0,0,0,1,1,3,1,0,0,0,1,0,1,5,0,0,1,0,3,1,1,3,3,1,1,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
992,FALSE,GCF_900583175.1,11/1/18,MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY,missing,missing,Pseudomonas viridiflava (g-proteobacteria),viridiflava,missing,p1.F12,p1.F12,OK,1,0,1,12,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,15,8,0,1,1,2,1,1,1,1,0,0,2,0,1,5,0,0,1,0,3,1,2,3,3,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
993,FALSE,GCF_900583185.1,11/1/18,MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY,missing,missing,Pseudomonas viridiflava (g-proteobacteria),viridiflava,missing,p1.F3,p1.F3,OK,1,0,1,14,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,14,7,0,1,1,2,1,1,1,1,0,0,2,0,1,5,0,0,1,0,3,1,2,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
994,FALSE,GCF_900583195.1,11/1/18,MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY,missing,missing,Pseudomonas viridiflava (g-proteobacteria),viridiflava,missing,p1.F10,p1.F10,OK,2,0,1,12,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,18,7,0,1,1,2,1,1,1,1,0,0,2,0,1,5,0,0,1,0,3,1,2,3,3,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
995,FALSE,GCF_900583205.1,11/1/18,MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY,missing,missing,Pseudomonas viridiflava (g-proteobacteria),viridiflava,missing,p1.E8,p1.E8,OK,1,0,1,14,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,16,7,0,1,1,2,1,1,1,1,0,0,2,0,1,5,0,0,1,0,3,1,2,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
996,FALSE,GCF_900583215.1,11/1/18,MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY,missing,missing,Pseudomonas viridiflava (g-proteobacteria),viridiflava,missing,p1.F4,p1.F4,OK,1,0,1,14,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,14,7,0,1,1,2,1,1,1,1,0,0,2,0,1,5,0,0,1,0,3,1,2,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
997,FALSE,GCF_900583225.1,11/1/18,MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY,missing,missing,Pseudomonas viridiflava (g-proteobacteria),viridiflava,missing,p1.F8,p1.F8,OK,1,0,1,14,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,16,7,0,1,1,2,1,1,1,1,0,0,2,0,1,5,0,0,1,0,3,1,2,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
998,FALSE,GCF_900583235.1,11/1/18,MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY,missing,missing,Pseudomonas viridiflava (g-proteobacteria),viridiflava,missing,p1.G11,p1.G11,OK,1,0,1,14,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,14,7,0,1,1,2,1,1,1,1,0,0,2,0,1,5,0,0,1,0,3,1,2,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
999,FALSE,GCF_900583245.1,11/1/18,MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY,missing,missing,Pseudomonas viridiflava (g-proteobacteria),viridiflava,missing,p1.F5,p1.F5,OK,1,0,1,12,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,16,8,0,1,1,2,1,1,1,1,0,0,2,0,1,5,0,0,1,0,3,1,2,3,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000,FALSE,GCF_900583255.1,11/1/18,MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY,missing,missing,Pseudomonas viridiflava (g-proteobacteria),viridiflava,missing,p1.G12,p1.G12,Inconclusive,2,0,0,9,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,16,7,0,0,0,0,0,1,1,0,0,0,1,1,1,4,0,0,1,0,2,1,2,2,2,1,1,1,2,2,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
